"","HOUSEHOLD_ID","CHURN","RECENCY","VISIT_DEC","VISIT_SEP_OCT","VISIT_JAN_AUG","PUR_DEC","PUR_SEP_OCT","PUR_JAN_AUG"
"11717",400017725431,0,0,18,15.3333333333333,15.25,7314.93,296.486666666667,635.285
"11719",400017746131,0,0,1,5.66666666666667,8.125,4537.26,289.756666666667,436.8775
"11723",400121504899,0,1,10,15.6666666666667,14.75,11982.42,795.82,936.5925
"11724",400017724511,0,1,21,16.6666666666667,13.625,4765.69,279.673333333333,367.5675
"11725",400017742911,0,21,3,5.33333333333333,8.375,4043.61,177.933333333333,384.965
"11729",400017703242,0,1,28,22.6666666666667,14,4345.47,323.816666666667,308.905
"11732",400017740795,0,0,19,16.3333333333333,14.75,4987.41,302.626666666667,379.615
"11735",400017713086,0,0,14,16,23.125,7873.16,348.683333333333,735.68625
"11738",400121461274,0,3,10,5.33333333333333,8.625,5526.7,336.186666666667,413.68125
"11741",400017521784,0,8,5,7.66666666666667,13.5,4724.58,182.85,431.24625
"11744",400121513639,0,1,7,9.66666666666667,4.25,4110.44,373.36,214.05125
"11747",400121515203,0,77,NA,6.33333333333333,12.5,6452.06,294.703333333333,695.99375
"11751",400016434147,0,2,8,6.33333333333333,7.75,5930.61,308.826666666667,501.16625
"11754",400017734907,0,7,13,14.3333333333333,8.875,5480.12,371.273333333333,397.8625
"11756",400121504807,0,1,12,5.33333333333333,8.125,5415.63,179.856666666667,503.5225
"11757",400017718163,0,2,10,9.66666666666667,8.625,6676.92,348.246666666667,602.92375
"11762",400017689442,0,2,6,3.66666666666667,5.125,5142.7,128.136666666667,483.8775
"11766",400121511431,0,0,12,9,8.625,4957.29,252.93,376.1
"11767",400121502783,0,3,10,9.66666666666667,5.5,6232.09,207.506666666667,469.0975
"11772",400017711338,0,0,18,10.6666666666667,15.25,5892.48,127.74,493.16875
"11773",400017710970,0,1,22,28.6666666666667,25.375,4043.75,297.21,312.335
"11782",400017703150,0,0,21,11.6666666666667,7,28478.43,2586.5,1784.50875
"11789",400017728467,0,3,9,12,9.5,4626.84,399.73,250.08625
"11793",400017731411,0,4,11,10,5.75,4145.67,271.78,244.86625
"11804",400017721659,0,3,4,5.66666666666667,5,4897.49,335.516666666667,377.1275
"11832",400121423353,0,2,6,4.33333333333333,3.375,4039.94,213.906666666667,282.86875
"11838",400017723591,0,3,8,5.66666666666667,7.375,4918.13,351.8,388.035
"11840",400017703334,0,3,7,4.33333333333333,4.125,6958.86,215.143333333333,539.785
"11869",400017714374,1,333,NA,NA,4,4756.77,NA,594.59625
"12160",400017733181,0,0,22,24.6666666666667,22.75,5785.47,312.666666666667,507.88125
"12162",400017728673,0,0,12,7.66666666666667,8.375,5781.98,281.683333333333,497.4025
"12163",400017739529,0,0,8,5,10.625,4867.07,168.73,441.44125
"12165",400017740909,0,0,28,22,19.875,13332.99,808.213333333333,1072.4825
"12170",400017726925,0,2,16,16.3333333333333,12.375,5946.69,328.54,495.9775
"12173",400017683852,0,4,9,11.3333333333333,9.5,5410.48,430.606666666667,422.565
"12175",400017711636,0,1,33,33.3333333333333,34.875,13115.97,683.5,1089.5575
"12177",400017709612,0,2,14,22.3333333333333,21.75,4180.38,225.346666666667,367.30125
"12179",400017711176,0,0,18,16.3333333333333,25.625,6103.27,282.523333333333,535.97125
"12180",400017719841,0,1,5,9,17.25,4715.35,112.143333333333,435.36
"12181",400017736217,0,1,12,3.33333333333333,3.5,7817.48,341.446666666667,620.33625
"12184",400017743025,0,0,10,15.3333333333333,10.125,5290.41,468.703333333333,423.67875
"12187",400017740265,0,0,5,4.66666666666667,6.625,5953.87,184.35,570.61
"12189",400017731985,0,0,11,9.33333333333333,6.875,5054.14,264.263333333333,364.96625
"12198",400121498556,0,0,18,11.6666666666667,12.875,11492.08,563.12,937.62
"12200",400017721037,0,0,6,4.66666666666667,5.25,4385.4,173.58,377.785
"12210",400017730421,0,16,2,8.33333333333333,16.375,6589.25,375.88,678.8125
"12212",400017701700,0,7,2,19.6666666666667,12,4524.98,372.646666666667,344.51125
"12216",400121518169,0,36,NA,5.33333333333333,6,5471.57,364.763333333333,502.06125
"12217",400017710808,0,4,10,7.33333333333333,3.125,4511.77,319.586666666667,298.59875
"12220",400017721589,0,1,4,4,10.75,4196.53,58.0333333333333,468.5725
"12224",400017724993,0,8,5,9.66666666666667,4.25,4204.27,260.936666666667,298.65375
"12231",400017732721,0,1,7,8,5.375,4718.71,319.833333333333,391.1475
"12299",400017710992,0,2,5,6.33333333333333,6,10883.05,636.356666666667,854.245
"12319",400017725729,0,5,8,8,6.625,6116.16,337.2,493.3025
"12391",400121494508,1,248,NA,NA,5.875,30020.96,NA,3752.62
"12594",400121503393,0,2,5,5.33333333333333,5.25,4237.72,221.926666666667,348.06375
"12596",400017741773,0,4,14,11.3333333333333,12.375,7021.64,360.726666666667,597.13
"12607",400017712776,0,0,6,7.33333333333333,8.375,9991.9,377.846666666667,968.94125
"12610",400017745453,0,2,10,8.33333333333333,6.375,5067.98,358.45,366.08375
"12611",400017741957,0,4,2,5.33333333333333,4.875,5953.72,337.01,487.535
"12612",400017681588,0,2,11,16.3333333333333,17.25,4762.19,257.023333333333,406.585
"12618",400017714432,0,1,9,7,8.75,4804.53,155.963333333333,428.98375
"12625",400017716933,0,0,32,25.3333333333333,24,4753.95,269.77,408.41
"12629",400017716565,0,1,13,10.6666666666667,9.5,4474.74,251.146666666667,373.32125
"12635",400017732573,0,4,7,16,16,5100.76,261.42,487.875
"12642",400017737357,0,9,4,13.6666666666667,18.375,4667.6,550.863333333333,322.56125
"12653",400017724937,0,2,14,18.6666666666667,17.125,39316.81,2821.15666666667,2734.9825
"12659",400121506521,0,1,38,34.3333333333333,40.125,5349.36,282.403333333333,464.10125
"12663",400017718221,0,0,5,7.66666666666667,12.375,5135.18,190.546666666667,506.36625
"12671",400017729997,0,11,6,10,7.5,4050.63,457.33,271.925
"12676",400017722453,0,7,11,10.6666666666667,15.875,5833.46,185.363333333333,540.37625
"12684",400017726317,0,7,10,12.6666666666667,8.25,7433.56,439.97,584.375
"12694",400017709924,0,0,38,41,30.125,7028.71,510.336666666667,529.2775
"12725",400017689224,0,9,12,38,16.125,6700.6,598.186666666667,509.1325
"13043",400017744119,0,0,47,53,33.875,13739.99,949.696666666667,994.13125
"13044",400017730779,0,5,12,18,10.875,11916.6,631.826666666667,982.7825
"13045",400017713650,0,0,9,18,8.875,8162.9,815.916666666667,482.50875
"13047",400121502887,0,2,3,5.33333333333333,5.5,5120.17,269.196666666667,437.28
"13050",400121528647,0,2,14,13.6666666666667,10.125,10214.24,668.886666666667,741.63125
"13055",400017709510,0,0,11,8.66666666666667,6.75,8392.37,530.136666666667,634.01625
"13071",400017720015,0,1,8,8.66666666666667,10.125,6385.99,348.08,536.4
"13072",400017740347,0,0,9,7.66666666666667,7.125,4079.93,202.933333333333,333.66625
"13078",400017719647,0,0,9,8.66666666666667,7.125,7685.53,457.173333333333,557.72
"13086",400012526359,0,2,7,7.66666666666667,9.375,9218.64,412.306666666667,827.68375
"13091",400017745683,0,8,15,18.3333333333333,13.625,6389.01,609.68,473.74875
"13103",400121432381,0,4,5,4.66666666666667,4.625,4188.66,276.19,319.165
"13110",400017728571,0,0,16,18.6666666666667,14,4284.12,249.453333333333,321.08375
"13146",400017681082,0,15,3,2.66666666666667,2.25,5874.58,379.78,430.86625
"13480",400017716032,0,0,12,7.66666666666667,6.75,8622.49,552.066666666667,622.50125
"13481",400009457442,0,3,8,6.66666666666667,6,6250.55,188.986666666667,539.32375
"13482",400017731137,0,3,16,16,14.375,9341.67,561.993333333333,704.285
"13486",400017715572,0,7,4,10,8.75,7082.8,492.94,602.18375
"13488",400017733069,0,3,11,11,12.25,9118.4,352.05,815.3125
"13489",400017694780,0,2,17,11.3333333333333,10.25,7778.96,460.3,592.235
"13490",400017739233,0,1,12,20,22.375,4770.07,261.903333333333,420.14875
"13493",400017722673,0,0,5,9,8.875,4746.25,233.226666666667,419.045
"13494",400017729665,0,7,12,18.6666666666667,13.75,7072.86,459.893333333333,561.3125
"13497",400121514745,0,5,21,15,14.5,5717.49,352.976666666667,469.83
"13498",400017732609,0,0,13,5.66666666666667,10,10878.13,460.356666666667,1012.1575
"13499",400017743741,0,1,17,16.3333333333333,14.375,5221.91,256.29,427.5175
"13500",400017743189,0,1,10,12.3333333333333,9.375,8103.53,533.363333333333,612.2275
"13501",400017716417,0,2,4,6,6.375,5456.2,274.976666666667,464.6925
"13503",400121393363,0,3,8,13,11.875,6328.79,396.67,519.11625
"13504",400121441956,0,1,14,2.33333333333333,3.25,5643.34,213.146666666667,446.0475
"13505",400017734909,0,2,4,8.33333333333333,6.125,5167.87,371.026666666667,402.24625
"13506",400017705544,0,4,1,4,4,4084.58,322.45,341.7875
"13507",400017729389,0,1,24,14,16.75,4951.39,220.94,416.71125
"13508",400017717153,0,7,7,9.33333333333333,11.625,7304.1,375.766666666667,643.40375
"13512",400017744017,0,0,7,4,7,4902.92,76.7033333333333,563.475
"13513",400017740429,0,0,10,8.66666666666667,9.875,11452.72,576.583333333333,972.2275
"13521",400017742729,0,5,7,7,4.5,4848.46,304.986666666667,390.2025
"13524",400017744661,0,4,14,15,10.875,8393.52,502.34,658.3175
"13537",400017737945,0,1,15,11.6666666666667,7.75,7476.95,502.713333333333,491.6575
"13538",400017713824,0,0,5,4.66666666666667,3.5,4975.52,408.543333333333,374.19
"13555",400121003549,0,3,5,6,5.875,4796.39,288.89,386.33375
"13559",400017741901,0,3,4,5,3.125,4119.04,385.093333333333,170.4225
"13582",400121504717,0,0,8,8.66666666666667,5.25,4872.74,306.883333333333,344.09875
"13629",400017693584,0,4,6,5.66666666666667,5.375,12206.1,661.073333333333,1009.02875
"13924",400001368136,0,0,8,8.66666666666667,6.5,4477,255.97,288.50625
"13925",400017718486,0,0,13,16.3333333333333,12.75,6792.43,423.166666666667,528.77
"13926",400017699333,0,1,16,7.66666666666667,6.25,4612.9,329.91,328.18375
"13928",400121525462,0,1,10,10.6666666666667,12.875,8455.44,458.883333333333,704.9225
"13930",400017742222,0,0,6,6.66666666666667,4.375,7043.96,435.093333333333,515.08375
"13940",400017739370,0,0,16,16,17.375,7726.72,438.906666666667,645.6475
"13942",400017743234,0,1,11,9,9.625,4404.12,235.09,357.325
"13948",400017713225,0,16,3,7,5.125,4854.54,343.593333333333,413.29125
"13961",400009373566,0,2,17,18.6666666666667,15.875,8953.53,481.566666666667,742.555
"13963",400017735782,0,2,14,7.33333333333333,9,4514.62,280.526666666667,299.6925
"13966",400009328837,0,4,5,7.33333333333333,9,4788.86,319.786666666667,396.01
"13969",400017722718,0,1,5,3,5.25,5828.52,207.143333333333,509.07375
"13972",400014094206,0,2,12,12.3333333333333,15.75,4038.72,332.853333333333,294.495
"13975",400017731182,0,4,7,4,6,5620.37,308.373333333333,497.59125
"13977",400017736242,0,11,4,1.66666666666667,5.625,4254.82,89.1166666666667,428.72875
"13978",400008586302,0,14,6,12.6666666666667,7.125,4093.16,304.166666666667,334.39875
"13981",400017748018,0,5,11,6.66666666666667,7.125,4304.23,234.943333333333,347.95875
"13985",400017731826,0,24,1,6.33333333333333,8.875,5643.3,196.35,540.9675
"13990",400017724190,0,0,18,21.6666666666667,22.625,6838.03,333.5,477.27375
"13994",400017745442,0,1,15,11.6666666666667,11.375,5896.21,286.523333333333,492.23
"14007",400121529326,0,0,3,5.33333333333333,3.5,5861.56,304.33,484.3925
"14014",400017740382,0,1,5,8.33333333333333,6,4127.29,289.35,316.46125
"14038",400017725662,0,1,5,6.66666666666667,4.125,4278.47,255.736666666667,347.82125
"14358",400014750871,0,3,8,3.33333333333333,9.75,4019.92,60.9066666666667,419.64
"14365",400017740181,0,2,8,10.6666666666667,5.25,6087.71,427.293333333333,435.09375
"14366",400017742113,0,0,16,16.3333333333333,13,11180.12,697.503333333333,850.30875
"14370",400017725645,0,4,9,6,18.875,4555.32,134.2,404.18375
"14373",400017721781,0,13,4,5.66666666666667,3.125,5132.49,414.176666666667,376.13625
"14374",400017711644,0,0,36,28.3333333333333,27.75,6915.72,377.77,549.38125
"14382",400121514865,0,2,17,11,9.5,7333.63,382.62,592.47625
"14383",400121439776,1,130,NA,NA,7,4818.28,NA,602.285
"14386",400017719389,0,0,17,15.6666666666667,11,8205.64,545.356666666667,550.04375
"14388",400017738433,0,1,8,6.33333333333333,6.375,5104.59,235.993333333333,370.25875
"14393",400017743585,0,7,5,12.6666666666667,11.375,9484.98,614.98,868.20625
"14397",400121450448,0,0,6,6.66666666666667,5,6953.84,474.636666666667,520.98125
"14401",400017720861,0,1,7,4.66666666666667,6.25,4126.77,186.586666666667,357.10875
"14403",400121449988,0,2,15,12.6666666666667,9.875,8546.15,559.57,676.415
"14404",400017714864,0,0,9,8.66666666666667,8.25,8519.55,370.26,710.45125
"14413",400017695544,0,2,9,9,12,8276.51,452.323333333333,683.59
"14416",400014750963,0,8,9,7.33333333333333,5,6121.09,516.593333333333,514.46375
"14417",400015683345,0,11,2,6,6.875,6482.79,310.63,575.2425
"14420",400017713392,0,0,11,13,9.75,9991.92,541.166666666667,795.53125
"14422",400017711184,0,1,11,4.66666666666667,9.25,4345.48,111.686666666667,417.28875
"14424",400017685240,0,8,5,3.33333333333333,4.25,4619.11,249.886666666667,391.815
"14426",400017718193,0,2,8,8.33333333333333,6.875,5776.79,352.193333333333,413.8
"14431",400017735765,0,3,16,17.6666666666667,15.5,8547.21,665.776666666667,569.57625
"14440",400017715232,0,6,2,4.66666666666667,3.125,4420.86,412.34,309.19625
"14443",400017694348,0,0,6,4.66666666666667,3.875,4799.36,373.19,360.86875
"14447",400017744413,0,1,5,8,6.125,4815.49,303.846666666667,404.8225
"14781",400017743652,0,10,13,12,10,15032.48,1088.19,1153.84625
"14783",400017738592,0,0,15,13.6666666666667,10.875,11386.24,666.276666666667,874.56875
"14788",400017715023,0,7,11,12.6666666666667,14.875,7040.41,319.443333333333,687.98625
"14794",400017741996,0,0,14,9.66666666666667,10.375,8914.65,549.49,695.78375
"14798",400121529744,0,2,8,13.6666666666667,12.25,4556.41,250.16,412.91875
"14799",400121502052,0,1,16,14,12.5,9413.18,588.203333333333,732.1225
"14808",400017708951,0,4,4,8.66666666666667,12.625,9601.94,318.093333333333,1023.86125
"14809",400017737856,0,2,9,6,5.125,4514.88,161.243333333333,393.73125
"14813",400017733440,0,10,5,5.33333333333333,4.875,5832.06,343.53,442.525
"14815",400017715851,0,0,9,6,7.875,5624.76,250.486666666667,506.57
"14827",400121498447,0,2,7,9.33333333333333,8,10095.84,554.326666666667,840.85625
"14829",400017747056,0,1,9,12.6666666666667,11,4834.97,588.216666666667,311.23125
"14838",400121424002,0,45,NA,6.66666666666667,6.375,6189.83,409.543333333333,537.92875
"14845",400017703891,0,3,7,8,5.375,9966.62,458.216666666667,845.61375
"14848",400121406706,0,0,12,13.6666666666667,11.875,8161.08,500.136666666667,697.57125
"14856",400017726448,0,0,25,19.6666666666667,11.5,5047.98,356.456666666667,354.86125
"14858",400017727092,0,0,12,7.33333333333333,6.75,6498.32,436.876666666667,497.03625
"14859",400017720928,0,0,14,14,15,6292.19,300.823333333333,545.27375
"14862",400121452631,0,4,15,11.6666666666667,13.25,4968.86,220.323333333333,408.33
"14863",400017713367,0,0,6,7.66666666666667,6.25,4633.29,330.783333333333,368.14875
"14869",400017731968,0,0,13,7.33333333333333,6.625,7330.43,593.416666666667,500.94875
"14873",400121529560,0,1,7,6.66666666666667,6.75,8879.75,425.796666666667,744.38
"14883",400011986820,0,0,4,7,4.125,4232.99,254.13,312.92875
"14890",400121377542,0,0,5,3.66666666666667,2.375,5193.34,351.733333333333,352.955
"14891",400121524592,0,5,5,3.33333333333333,9.625,4764.23,82.4666666666667,521.4825
"14895",400017743560,0,0,10,8.33333333333333,8.25,5816.39,333.513333333333,492.2575
"15211",400015683192,0,1,9,7.66666666666667,10.5,4397.36,156.673333333333,405.56625
"15223",400017719420,0,2,8,5.66666666666667,8.5,6797.46,329.126666666667,569.87875
"15233",400017713791,0,2,3,9.33333333333333,7.625,6998.94,382.746666666667,555.7775
"15236",400017728344,0,2,7,8.66666666666667,9.375,7664.46,453.103333333333,675.6025
"15238",400017740580,0,0,31,28.3333333333333,16.875,6817.43,542.283333333333,450.1375
"15248",400017737820,0,3,4,11.3333333333333,10.375,6261.29,248.363333333333,607.49125
"15250",400017711307,0,0,13,12.6666666666667,9.75,7915.72,527.536666666667,615.08
"15253",400000030130,0,2,11,9.66666666666667,8.875,5501.58,249.766666666667,458.08875
"15254",400017724112,0,2,10,10.3333333333333,8.25,6496.92,378.516666666667,531.4
"15266",400121484427,0,9,3,4.33333333333333,4.375,5941.23,316.72,511.9975
"15268",400017720708,0,1,16,20,12.875,5184.08,360.693333333333,421.94
"15274",400017716091,0,2,9,4,6.5,5603.59,215.6,491.1875
"15278",400017426223,0,35,NA,2.66666666666667,2.625,5288.59,396.576666666667,494.2825
"15285",400017719512,0,1,7,6,7.625,4720.2,232.71,414.9675
"15290",400017725676,0,4,3,3.33333333333333,5.375,4455.67,144.676666666667,431.09
"15305",400017746928,0,1,6,8,5.625,4382.63,215.373333333333,308.08625
"15642",400017709793,0,0,9,9.66666666666667,9,7131.26,337.21,671.95
"15648",400017711633,0,0,18,14,10.75,6987.67,411.883333333333,554.9875
"15649",400017737594,0,0,10,14,9.5,6575.28,324.146666666667,562.285
"15652",400017724254,0,5,15,14.6666666666667,16.125,11669.25,589.153333333333,955.82875
"15654",400017745414,0,0,11,12,10.75,4323.19,269.776666666667,323.72625
"15655",400017736950,0,0,10,11,7.875,8548,520.853333333333,595.1725
"15658",400017740814,0,5,4,4,3.5,4523.4,350.366666666667,319.39625
"15663",400017711541,0,2,8,8.66666666666667,6.875,4104.42,205.283333333333,312.4975
"15666",400017708689,0,4,7,14.3333333333333,12.375,11844.81,633.226666666667,1019.5975
"15668",400017726738,0,13,8,9.33333333333333,7.625,5285.73,307.266666666667,424.595
"15670",400121528654,0,1,11,12.3333333333333,8.25,4411.5,399.44,300.82625
"15671",400000850748,0,3,13,10,8.125,4554.45,238.64,366.6525
"15672",400017722966,0,5,9,14.3333333333333,9.5,6256.43,350.95,552.2475
"15673",400017741090,0,2,10,8.33333333333333,8.875,4768.84,296.32,405.36375
"15678",400017729590,0,2,5,4.33333333333333,2.875,6222.34,446.166666666667,429.15375
"15679",400017711081,0,0,21,17,15.25,8420.39,468.916666666667,676.30125
"15681",400017742470,0,1,2,1.66666666666667,7.25,7737.39,56.57,911.4525
"15685",400017748358,0,27,2,11,32.875,5263.59,161.36,586.6325
"15752",400017721770,0,1,5,2.66666666666667,3.125,4091.63,127.173333333333,354.445
"15881",400017747070,0,60,NA,0.333333333333333,11.75,4658.64,NA,581.1275
"16052",400017719460,0,0,8,11,10.375,11915.81,727.64,975.33625
"16053",400014636368,0,0,18,9.33333333333333,4.375,5659.58,307.326666666667,362.19375
"16054",400017718264,0,1,15,16.6666666666667,14.5,7469.09,413.96,647.6875
"16057",400017742460,0,0,15,18.6666666666667,20.375,9109.66,542.856666666667,787.485
"16058",400017744116,0,3,7,9.33333333333333,9.75,4005.02,207.043333333333,361.8075
"16059",400000347454,0,0,13,11.6666666666667,14,8825.61,448.483333333333,769.2
"16062",400121514752,0,1,14,12,12.625,5935.78,385.983333333333,456.89125
"16067",400017747060,0,0,17,12.6666666666667,8.625,5283.75,331.73,386.92
"16069",400017734824,0,0,25,22.6666666666667,21.75,12410.44,646.18,1039.75375
"16072",400121458155,0,7,10,6.66666666666667,5.25,14894.46,852.69,1193.5925
"16077",400017746048,0,7,10,12,11.625,4293.32,305.68,353.39125
"16082",400017730960,0,0,32,27,17.75,8861.34,489.723333333333,691.51875
"16086",400017728200,0,7,15,14.6666666666667,8.75,7897.83,610.426666666667,564.545
"16088",400017718448,0,2,13,16.6666666666667,14.875,11683.8,952.523333333333,893.54625
"16089",400015683324,0,0,24,26.6666666666667,22.875,17268.41,994.23,1406.29
"16091",400017717344,0,3,4,4.33333333333333,4.75,4711.69,224.68,377.31375
"16092",400017714475,0,7,11,8.33333333333333,8.25,5330.64,394.633333333333,307.81875
"16095",400017710335,0,0,7,6.33333333333333,5.5,7229.48,436.96,535.92875
"16096",400017720564,0,4,6,10.3333333333333,3.125,4032.45,654.69,149.3025
"16100",400017710703,0,0,11,4.66666666666667,6.5,5799.5,207.993333333333,529.10875
"16102",400017714383,0,2,7,8.33333333333333,11.25,6809.92,232.356666666667,643.89
"16110",400017731788,0,0,16,11,10.5,5051.11,262.753333333333,447.59625
"16113",400121466343,0,4,8,5.66666666666667,4.5,4642.35,200.586666666667,380.32
"16131",400017714659,0,0,5,3.33333333333333,8.875,5301.92,286.52,522.555
"16135",400017721024,0,1,10,6.33333333333333,8.375,5075.63,230.37,443.63375
"16153",400013351081,0,11,2,7.66666666666667,3.625,4189.76,281.88,305.55
"16163",400017713003,0,7,4,4.33333333333333,5.75,5922.87,307.72,471.36
"16281",400017700399,0,11,1,3,3.875,4758.43,130.383333333333,450.4225
"16478",400017715026,0,1,13,13,9.25,8856.68,505.57,719.56375
"16479",400017710978,0,3,7,5.66666666666667,6,10438.37,608.223333333333,867.81875
"16480",400017715670,0,8,13,13.6666666666667,15,10207.12,615.533333333333,862.03
"16482",400017746047,0,9,5,7.66666666666667,5,6667.7,392.123333333333,540.69375
"16491",400017745771,0,0,6,10,19.375,4842.73,244.57,419.455
"16497",400017710794,0,7,7,9.33333333333333,9.875,5337.12,281.48,441.73875
"16498",400017717067,0,3,3,3.33333333333333,7.5,4499.2,106.233333333333,448.95375
"16499",400014834419,0,0,37,27,26.875,8369.14,361.006666666667,720.73
"16501",400000007980,0,0,57,48.6666666666667,56.5,5814.96,323.886666666667,467.65375
"16502",400017747427,0,3,11,14.6666666666667,10.25,4046.02,237.993333333333,313.99125
"16508",400017743195,0,0,11,7.33333333333333,5.75,4754.53,273.823333333333,335.6175
"16509",400121432653,0,53,NA,7.66666666666667,8.125,5655.76,438.52,538.4125
"16513",400017732155,0,3,4,8.33333333333333,8.375,4983.78,194.98,413.87625
"16514",400017747335,0,3,19,22.6666666666667,14.75,6378.68,459.073333333333,471.48
"16519",400017710886,0,0,16,19.3333333333333,18.875,4322.13,219.413333333333,327.87875
"16527",400017714290,0,3,6,5,3.875,7188.77,505.243333333333,518.585
"16530",400001717598,0,11,8,8.66666666666667,5.25,6122.01,468.153333333333,440.55375
"16531",400017721299,0,0,28,20.3333333333333,17.75,4779.83,300.763333333333,348.695
"16532",400017720931,0,3,9,10.6666666666667,23.5,4945.88,287.923333333333,363.195
"16533",400017712542,0,2,5,5.66666666666667,5.625,4117.93,269.38,341.45625
"16537",400000434887,0,8,7,5.66666666666667,6.375,7026.56,419.673333333333,575.17
"16538",400008443445,0,3,15,8.33333333333333,8.375,9784.4,649.073333333333,723.37875
"16544",400017717527,0,3,6,5.33333333333333,8.875,5358.19,186.333333333333,544.50125
"16547",400017715486,0,2,25,15.6666666666667,7.375,7404.18,532.736666666667,489.88
"16551",400017709414,0,0,7,11,12.625,4594.69,229.89,399.94375
"16556",400017729579,0,14,8,10,8.875,10353.73,644.57,864.19875
"16559",400017694050,0,1,5,7.33333333333333,7,5617,301.993333333333,460.645
"16561",400017746231,0,1,8,11,12.625,7897.8,491.606666666667,684.23625
"16565",400017725531,0,0,10,6.33333333333333,9.25,4391.18,155.333333333333,415.05
"16568",400017729027,0,0,11,7.66666666666667,9.625,10250.14,602.14,902.985
"16572",400017641225,0,3,6,5.33333333333333,5.625,4889.3,297.563333333333,405.31
"16574",400017716038,0,0,11,11,10.625,17855.04,909.11,1475.19125
"16603",400121470298,0,54,NA,4.66666666666667,5.5,5172.76,402.286666666667,478.565
"16944",400017716450,0,0,19,19.3333333333333,16.375,11418.98,541.703333333333,955.51
"16946",400017720958,0,0,10,9,9.5,6005.91,300.353333333333,483.58875
"16947",400017724546,0,0,20,21,16.5,12754.62,679.673333333333,1011.73625
"16950",400017742486,0,0,49,43.3333333333333,28.875,19595,1204.59,1461.5725
"16951",400017734758,0,3,7,12,10.75,5217.21,350.56,394.06875
"16954",400017741106,0,1,19,17.6666666666667,8.375,5255.46,426.85,364.375
"16955",400017724362,0,0,14,10,11.25,7792.75,321.283333333333,694.955
"16956",400002292870,0,1,9,10,7.25,4684.8,342.886666666667,341.30125
"16960",400017737518,0,2,6,7.66666666666667,5.75,5837.39,444.566666666667,414.3325
"16966",400017721234,0,0,12,10.3333333333333,7.75,7772.55,518.92,577.49
"16968",400017706129,0,0,13,11.6666666666667,14.5,6509,480.8,558.2275
"16969",400121492221,0,0,15,11.6666666666667,11.375,6180.09,310.123333333333,494.8
"16973",400121340387,0,1,1,2.66666666666667,5.5,15327.09,734.363333333333,1598.54625
"16975",400017712385,0,7,14,19,18.25,4498.73,245.16,385.69
"16980",400002899579,0,8,8,7.33333333333333,5.25,8209.58,676.25,522.16125
"16981",400017727766,0,2,2,5.66666666666667,7.875,4715.81,230.383333333333,485.25125
"16985",400015329893,0,1,8,5,5.625,6704.98,369.77,574.985
"16995",400017745890,0,9,12,8,7.625,4089.88,250.023333333333,333.02625
"17003",400017678529,0,1,12,10.3333333333333,4.625,5639.13,595.173333333333,268.55375
"17005",400017712845,0,3,9,7,5.25,4868.78,213.43,414.53625
"17029",400017744142,0,4,9,10.6666666666667,10.625,10495.68,639.586666666667,880.41875
"17037",400017743866,0,0,9,5,8.875,6118.98,241.04,546.165
"17378",400017733554,0,0,18,8.33333333333333,9,5234.48,168.203333333333,441.9225
"17381",400017738062,0,0,6,7.33333333333333,3.75,5582.45,416.856666666667,423.25125
"17385",400014636294,0,0,22,19,16.625,7275.93,458.333333333333,566.81
"17387",400017737050,0,3,11,8,6.375,4172.81,304.83,301.93625
"17388",400017713297,0,0,14,19,17.375,11501.34,533.953333333333,1064.42
"17389",400017736498,0,0,18,19,16.625,13019.95,870.923333333333,906.53125
"17390",400003282485,0,0,5,2.33333333333333,4.25,4478.33,80.36,444.9175
"17391",400121426508,1,119,NA,0.333333333333333,5.375,4037.58,32.0866666666667,492.665
"17392",400002128976,0,0,17,13.6666666666667,9.875,5646.2,316.42,416.415
"17393",400017731990,0,1,20,19.3333333333333,17.5,11894.85,692.813333333333,964.1875
"17394",400017748642,0,1,9,7.66666666666667,5.125,4373.69,153.726666666667,357.54875
"17395",400017734566,0,0,8,6.66666666666667,4.375,12156.7,676.083333333333,917.5225
"17397",400017717914,0,0,19,12.6666666666667,12.625,13402.06,720.196666666667,1039.9725
"17398",400121520290,0,0,23,20.3333333333333,17,7870,489.09,647.55875
"17401",400017709525,0,2,7,6.33333333333333,5,5735.27,315.12,455.54125
"17407",400121436369,0,2,24,19.3333333333333,12.375,6045.14,422.306666666667,407.71375
"17408",400017729598,0,0,6,7.66666666666667,7.5,7468.28,362.756666666667,649.99125
"17411",400017734290,0,3,16,14.6666666666667,15.5,7731.01,354.33,642.4875
"17412",400017694437,0,13,3,9.66666666666667,10.875,4215.29,333.296666666667,377.735
"17413",400017738614,0,1,11,9.66666666666667,9.25,6295.48,237.21,480.265
"17414",400017719754,0,1,7,7,10.875,5046.21,187.26,522.0725
"17417",400017723710,0,9,3,2.33333333333333,3.875,4711.99,190.893333333333,443.38
"17426",400017707225,0,5,4,13,14.125,4834.23,283.966666666667,470.39375
"17427",400017743490,0,0,8,7.33333333333333,6.375,4099.2,239.85,316.12625
"17428",400017725274,0,0,19,13,10,5300.13,332.99,388.1
"17430",400017732542,0,8,9,8.33333333333333,6.75,6173.15,421.96,493.41
"17434",400017719662,0,0,17,15,11.625,5548.67,319.433333333333,456.73375
"17437",400017709709,0,3,10,15.3333333333333,12.375,7925.86,545.24,597.4425
