"","test1","scores"
"256","for some reason im having trouble linking my facebook account to my sype account on my kindle fire hd my sype app doesnt have an facebook login option so i though i go to sypecom on my kindle to set up so far the only problem i have is so i finally figured out my sype name and i entered that in then it asks me for my password isnt it the same password i use if i were to sign in using my email address becasuse i tried itnbspmany times and it keeps saying i entered the wrong password too many times try again later but if i sign in regularly on the web browser without trying to link my facebook account using my email address and password i sign in without any problems why isnt there an option just to use my email addressnbsp and password when i click on the login with facebook option better yet why isnt there an facebook login option on the app for kindle fire hd why advertise you can link your facebook account when it isnt even supported on an device that has the current up to date app",0
"257"," days ago something happened to my skype i had to relog for some reasons and suddenly saw that loading animation loading and loading only after like  minutes it stopped and said skype cant connect since then all i was doing is trying to fix this problemread almost each and every suggestion here nothing helped• disabled anti virus etc skype wasnt blocked though and still the same• port forwarded• my port  and  were disabled somehow i enabled them• reinstalled skype deleted the xml file and also tried to name the folder skypeold and reinstall• tried to open skype in safemode• deleted ie history caches etcnbspnone of the above helped me its still loading and loading while i know the password is correct just checked it on the websitenbspim really hopeless i dont know what to do anymore i usually talk on skype with friends so its really hard for me i tried to use skype with my lgg phone and it works great but i still hard to speakhear themcommunicate in chat i mean its really good i just dont used to iti really dont mind paying for a solution just help me anyonenbspeditby the way i had the newest skype version but downloaded older one then the new one again and everything is mixed and messed up now but its not a problem with the version you can be sure about that im pretty sure it has something to do wtih proxies i just dont know what or why because i dont use proxies",0
"258","in may satya nadella and skype corporate vice president gurdeep singh pall unveiled skype translator microsoft’s breakthrough in realtime speech translation at recode’s inaugural code conference since then the engineering team has been hard at work to get the technology behind skype translator ready for a preview release starting today we are rolling out a skype translator preview program signup page  nbsp  we have seen tremendous interest and enthusiasm for skype translator from around the globe over the last few months and we’re incredibly excited to share it with the world however we want to hear from you first the preview program will have limited spots available so register today for your chance to secure a virtual spot in line  nbsp  the preview program will be free and will initially be available for windows  computers and tablets only and will kickoff with a limited selection of languages that said as part of the signup process you’ll have the chance to tell us which languages are important to you what platforms you’d like to see added and how you plan to use skype translator once it becomes available we look forward to this feedback as it will help enhance future releases  nbsp  skype is breaking down communications barriers by delivering voice and video across a number of devices to more than  million connected users each month who talk for more than  billion minutes each day language barriers have been a hindrance to productivity and human connection but skype translator will pave the way for a more personal and more human era of computing stay tuned we’ll have more to share in the weeks to come  nbsp  to be part of the skype translator preview program register today we look forward to hearing from you and sharing this breakthrough in technology around the world                               did my reply answer your question accept it as a solution to help others thanks ",0
"259","hello peoplenbspive recently got invited to a groupchat by two friends of mine but i didnt get any messagesnbspi didnt even get a message that i got added to the group when one of my friends called the group popped up and we could speak with eachother but not chat in the chatbox a text appeared that the chat was disabled because of someone me apparently who has an old version of skype wich does not work with groupchats i use the following operating system and skype versionwindows skype my friend checked in the group chat why i wasnt able to join the chat and it said it had to do with my privacy settings i cant find the cause anywhere i got the exact same privacy settings of my other friend who is in that group and it works just fine for himnbspfurthermore when i create a chatgroup no one recieves a notification and all the text is greyed out i could tell with the get name command that its ppbased chat and not cloudbased since its skypenamenbspto add more confusion i am a member of other cloud based chat groups the last message i recieved in one of those groups was on  januari  im now unable to tell if someone said anything in that group everything that i say in that group doesnt get send and always stays grey i didnt change any privacy settings for a year or somethingnbspplease help me to get my cloudbased group chats work again",0
"260","hii ran into the same problem as a lot of other people seem to have donenbspi am changing isp and because of that i have to change my mail address from my  year old email removed for privacy and security to something else this time i choose to use an outlookcom address in the hope that i will be able to keep that a bit longernbsplast week i realized that my skype account had my old expiring address as the primary mail and that the primary mail was the only mail that skype will use for communication with me  i already had  other mail addresses in my skype profile outlookcom and gmail the skype account was created last summer using my microsoft account and the microsoft account is the only means i have for accessing the skype account so i logged on and opended the profile page went on to edit the info and marked my outlook mail as the primary clicked save and got the password question i entered the password i use for logging on ie the microsoft account password but was told that the password was wrong i tried everything and some more things i spent  minutes on a text chat with skype support only to be told that it cant be done and that the skype account was hard tied to the mail address i had used when creating the account which i found very strange as i had used my microsoft account yes when i created the skype account the only mail i had connected to the microsoft account was my email removed for privacy and security mail but i have since then without any problems been able to create an outlookcom address and have that added added a gmail account set the outlookcom as the primary for the microsoft account and remove the email removed for privacy and security address from the microsoft account no problemthe problem is actually worse as the mail account will be free for use after april  which means that a person claiming that mail address will risk getting extremely confusing mails regarding a skype account they dont have they will have difficulties creating a skype account of their own and they can take over my skype account as they are the owners of the mail address and i wont be able to stop themnbsphow is that for security   nbspfortunately i spent  more hours and stumbled on the solution nbspthis is where a normal scam artist would ask you to click on a link to a web apge that would releive you of all your money but i wont do thatnbspso what is going on when you want to change the primary email why isnt your password acceptednbspit turns out that when you create a skype account using your microsoft account and i guessnbsp your facebook account skype will actually create a proper skype user account as well but they hide it from you andnbspyou wont get a password set for it it is the password for this hidden account you have to enter when you want to change the primary password  it turns out that i was also unable to connect my facebook account to my skype account for the very same reason but here it was more obvious as i had to enter my skype username and passwor when connecting the accounts and the microsoft account wasnt accepted there nbspso what do you need to do well  those of you who have a smart tv or some other device that cant log on to skype using a microsoft account have already done the work provided you use that tvdevice with skype you log on to skype andnbspopen the account settings page on the line below microsoft accountnbspnbsp yourmailaddressnbsp unlinknbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp change microsoft password youll see a line saying tv or device or something similar i have no idea what the english text is here you have a link you can click on where you will be prompted to enter the password for your liveusername account once you havenbsp done that you get instructions saying that for smart tvs etc you enter liveusername as the skye user and the newly created password as your passwordthe good news is that you now have  the identity of your skype user live and your name where the user name is the combined string liveusername which in my case was livemyname and  a password that is valid for your skype account whatnbspinbspdid nextnbspwas open up the profile page edit the profile mark the outlookcom mail address asthe primary click save and when prompted for the password i entered the password i set in the previous step and thats it i now had a new primary mail i got the confirmation mai sent to the new mail address right after i updated the info in skype i also successfully removed my soon defunct mail address from the mail address list in my skype account and i then connected my facebook account to my skype account using livemyname ase the username and my shiny new passwordnbspso at the moment i have three different methods available to me when logging in to skype my microsoft account my skype user livemyname my facebook accountthe only thing to be aware of is that the name of the microsoft account as presented on the account settings page in skype still is my old email removed for privacy and security mail address note that this is a presentation issue only someone thought that it was a good idea to save the original name of the microsoft account in the skype database and use that for presentation it is not used when logging on when you log on it will use the uid of you rmicrosoft account if it disturbs you you can always disconnect you rmicrosoft account from your skype account and reconnect it and you should see the current mail address associated with the microsoft account this is safe to do because you have at least one other method to log on nbspi hope that skype will amend their faq with this info i did enter into a second chat with skype support explaining what i díd to resolve the problem they failed to solve so there it at least  people at skype support who know how to resolve the problemnbspcheersandersnbsp",0
"261","i have been fighting with the skype customer service people for the last  days on thisnbspi got a notification on skype around  days ago on my email address saying that someone had attempted to change my email address to something else i replied back from my email address saying that it was not me who requested the change so please leave the email address unchangednbsp hours later skype has blocked me out of my own account i recently charged my account with  that i cannot use and my work is getting affected i have raised a ticket on skype srxid  where i am arguing with their customer service agents who only use typical standard responses in their replies saying that i need to fill in an activation form which i have already done  times and they say my responses are not valid enough for them to reactivate my account when i asked what exactly was wrong with my responses and the fact that i am replying from the same email address that they sent me notification in the first place they give me standard responsesnbspi have requested the case to be escalated to a senior manager which they are unable to do i have asked them to give me a support number i can call which they dont have and basically they are responding saying we cannot help you anymorenbspwhat can i do to make skypenbsprealize that they need to use common sense and that i am their paying customer and i need my account activated again",0
"262","it starts like this again and again been about  hours nownbspthank you for replyingnbsp i understand that you are requesting to have the suspension on your account released let me give you all the information you need to knownbsp the beauty of this is that the email invites you to reply at the end but there are no responsesnbspi have filled theform out  times now twice the short form and  times the longer one and to get as far as i did for nowhere can we locate our registration date i had to use an sql viewer to plumb maindb just imagine if this happened to someone with little computer know how i get the same response email over and over to the form submissions not my emails from different service agents telling me to redo it nowhere in my account does it record my enrollment date country of enrollment etc i have to guess at some of these and others having made my acount in  my cc and purchases i know well but these seem to be insufficient i am now going to press a claim with paypal againstnbsp my most recent skype purchase and move on to greener pasturesnbspi had trouble with ebay a few years ago but to redo the same form  times and not have redress to speak to a human being to resolve the matter and to be told again and again to refill the same form to no avail is beyond the pale and simply the worst experience i have ever had with a paid internet servicenbsp truly amazing",0
"263","hinbspnbspafter update my skype is crashing nearly  seconds after login it shows the attached error messages full log attached i tried appzapper and uninstalled skype multiple timesnbspnbspprocess skype path applicationsskypeappcontentsmacosskypeidentifier comskypeskypeversion  code type x nativeparent process  responsible skype user id datetime   os version mac os x  dreport version anonymous uuid ceefecaaesleepwake uuid faeddedcaaafdtime awake since boot  secondstime since wake  secondscrashed thread exception type excbadaccess sigsegvexception codes excigpflt                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                        skypecrashcrash  kb",-1
"264","so the skype account i am posting from right now has been hijackedthe primary email and login passwords have been changedi can login on it with my microsoft account that has been linked with the original skype account and therefore still access it but i cant prevent the hijacker from accessing itthis happened on maynbsp th so last saturday i noticed that i had gotten two emails the day after and immidiately contacted the supporti provided all the information i could but for the love of god i cannot remember  of it the registration date for example is not in my memoryi have proof of a € skype credit purchase through paypal on august th  i have full chat logs backed up on my own computer and i can list every single person ive ever talked to on that specific accountnbspim afraid that the hijacker will remove my friends spam others or even steal and read the chat logs i need to change the primary email and password asapi contacted email support three times and all they can do is say that they cannot verify that my account is actually mine what the hell do i donbspthanks in advance",0
"265","from  sure if this is a better place to post this since as far as i know it only affects windows mobile however i think it represents a larger problem with skype when it comes to blocked accountsnbspnbspeven after blocking accounts the notifications of messages from scammersspammers still get through to my phonenbsp my phone rings and i have a notification showing their message but when i open the skype app the message is not availablenbsp so the skype app itself is working as normal but the notifications from these blocked contacts still get through to my phone which is a large annoyance because they constantly send messagesnbspit seems skype is still allowing them to send me messages it just blocks them in the apps which is a very strange system to have in placenbsp i would assume it should just reject them when they try to contact me after i have blocked them but that doesnt appear to be the casenbspnbspnbsp",0
"266","if you log on to skype on the web and go to the account settings page what does it say what accounts are linkednbspexamplei have one account thatnbsphasnbspone line withnbspnbspmicrosoft account which is the microsoft account used to create the skype account an outlookcom mail address one line with skype name which says live and a user name  this is the internal skype account that got created by skype when i created the account using the microsoft account one linked account a facebook accountnbspi have another account that has one line with a skype name that has a proper user name one line with my microsoft account another outlookcom mail address one linked facebook account different than the one abovenbspin both these cases i have unlink on the ms account and fb account whatever you do  dont press unlink on a ms or fb account that is yours if you have only your ms account linked and you unlink you will definitely loose the possibility to log in on your skype accountif there is an unknown ms or fb account there do press unlink as it will disconnect that other account from your skype accountnbspnbsp",0
"267","skype isnt out to destroy your internet connection nbspif your internet is failing while skype is in use its generally going to be due to an issue with your router or if going wireless wireless device or wireless router nbspit is rather odd that internet wouldnt work unless your skype is actively on a call but that might point to an intermittent connection like wireless that only works better with a constantnbspdata load nbspusually its the other way aroundnbspi highly suggest connecting wired to your router to see if the problem persists nbspif you can bypass your router and go directly connected then you should try that as well nbspif your router has any firmware updates apply those as well nbspyou can also try disabling upnp in your router and in skype to see if that resolves nbspyour issue nbspi have had problematic issues in the past that were solely router specific or router firmware specific nbspi have also had internal and usb wireless devices that did not function properlynbspand required either a different set of drivers a different placement in my system or a replacement of the failing hardware router or client device",0
"268","have you tried making a backup of your maindb file then try viewing it with skype log viewer or sqlite database viewernbsp the data is there you shouldnbspbe able to read it nbspif there is some corruption in the database file you can try using skyperious to see if it can repair it or join it with another empty databasenbspfile cleared history nbspin any case you may want to backup your appdataskype folder before attempting such thingsnbspnbspif you have root access to your phone you could also try backing up that maindb file or possibly transplanting that information over to your desktop if the data is missing by replacing the current file or using skyperious to merge the old data nbspremember when you performnbspclean installs of your os your skype history does not go with you nbspit would be best to retrieve that maindb file from before you reloaded the os via a planned backup nbspwhat could be happening is the data could be attempting to sync from your phone but eventually only pullslimits the information from the cloud up to  days",0
"269","same happened to me  hours ago i got contacted on chatroulette and then moved to skype she said she had my fbcontacts and would send the video and pasted a list of some of my actual fb friends my mistake because i use the same name on fb and skype i received a screenshot of the video being played via media player on herhis computer and been asked for € i told to wait as it was  am and i couldnt get the money ive been asked fo mobile number but refused to give it then i came here and on scamsurvivors and after getting informed on what to do i blocked and reported the skype account changed all passwords and deactivated the fb account the name was emilie curtis and the skype account emiliecurtis i think it was from morocco because the names of my friends i was sent had ajouter which means add in french beside them and as you know a lot of people in morocco speak french i have to say being without facebook is a bit hard for me as i also use it for study reasons and for organizing events how long do you think i have to wait before reactivating it of course with new username display name email details and profile pictures thank you i have to say at first i was very scared but reading all this has been helpful and being a smoker i had like  cigarettes while trying to figure out how to act",0
"270","this is to inform you that a person i conversed with initially on yahoo messenger a john smith or john cyrus smith skype video chatted with me he said he was from the uk aged  years old and had a sick father a mother with bone problems and a sister who lived in the states he himself was undergoinging tests for leukemia after one and a half months after talking with me he worked in an ad company and hence most of the time we used to converse late at night but the thing is i could never see him he said the company had a firewall and hence couldnt hear my voice or i who couldnt see him he i am sure took videos of me not being nude since i never was but of me wearing a light night wear and oneday only a tee without jeans and me performing the seduction kisses but no more than that he wanted me to touch somewhere else but i refused to do so he used the photos of kevin kiger an american yoga teacher i did tell him a lot about my family but withheld a lot of real informations too the said person is said to be  foot  inches with black eyes i am glad everyone of my friends and family members know about that person and i even notified the authorities lest he morphed my images or leaked even those images that he took i got a phone call from  something number which i found to be from africa the previous monday whatever he does or his team member which i am sure he has in the near future i guarantee this i will go lengths to catch someone like this who dares make a mockery of people who are willing to be friends with the likes of him please be aware of the person using the id johnsmithartist london uk",0
"271","hi jjthecat and welcome to the community  nbsp  scams such as reported above are also reported here in the community on this message board   nbsp  remember to block and check the report as abusespam checkbox as detailed in this faq article   nbsp  you will see on the securityprivacy message boards several referrals to the scam survivors website which provides counsel and support  nbsp  regards  elaine                              was your question answered  please click on the  accept as a solution  link so everyone can quickly find what works    like a post or want to say thank you    click on the   kudos  buttontrustworthy information  brian krebs  basic rules for online safety and  consumer reports guide to internet security  online safety tip change your passwords often",0
"272","so this means that someone has guessed the password of your skype account or managed to convince skype support that they are the owner because in order to change the password of the skype account or change the primary mail you need to know the password of the skype account it is not sufficient to be able to log on using a microsoft accountnbspor facebook nbsphave you tried to send a mail to the current primary mail just to se what is going on it could be that the person actually beleives that it is his or her skype accountnbspthe only way you can get your account back is by convincing skype that you are indeed who you say you are this is a huge catch   as far as skype support knows it could very well be you who are trying to get ownership of someone elses account and a first step could be to get that person to link your microsoft account to his or hers skype account a person who doesnt know anything about how skype works could think that it is equivalent to add someone as a friend on facebook once that is done it is easy to make a payment as proofnbspthey need a fair amount if info like when you created your skype account i have seen some methods of finding that out on a computer that has skype on it and has been used for that account a number of contacts for the account when it was last used to place a call and so on have you been engaged in a live chat with skype support if not do that and tell them the situation but remember that they are doing what they do to protect their customers look at skype as a phone company nbspother than that your best hope is probably that one of the mods here decides that maybe they should help out as far as i know they are skype employeesnbspsorry nbspandersand oh  bump come on i am just a friendly helpful person i definitely dont work here",0
"273","our skype account has been restricted we have a premium package to call mobiles and landlines the reason for account restriction was said to be using it on multiple devices this has been used by me and my husband in our mobile phones and tablet devices skype has notified us not to share user credentials to others which is ridiculous because you cant expect us to have a different skype account for each device in our homebelow is the email from your customer service agent and we have paid a full membership for whole the year we are so irritated with the customer service responses that we are getting from skype which is totally unacceptablewe do not wish to continue with skype after this horrible and insensitive experience we want a refund for the premium that we have paid for the rest of the year which hasnt been used at alli hope we get a sensible response atleast through this the customer support id is srxidplease let me know if you would need any more info in this regardthank younbspnbspnbspnbsphello bhaskarnbspi received your responsenbspactually a skype account cant be shared to another user and it must not be accessed by other people except the owner of the accountplease refer to our terms of use so that you may understand the reason why we have blocked your accountand i would like to reiterate the fact that theres no way for us to refund all your subscriptions  skype credits because the account has already been suspendedplease note that under our terms of service skype reserves the right to terminate or suspend accounts immediately if our policies have been breachednbspthank you for your patience and understanding best regards anjo l skype customer support",0
"274","i received this email it looks legit but i have no subscription and so i know it is a scam  nbspthe email it was from was alsonbspnoreplynotificationsskype com  i did my research looks like this spam email has been around for a long time think it needs to be shut down  beware  nbsp                hi laura                your subscription expires soon  renew today        just to let you know that your existing subscription will expire in  days we hope you’ve enjoyed staying in touch with friends and family using your skype subscription to keep calling mobiles or landlines simply renew your subscription today it’s perfect for those moments when you can’t reach them for free on skyperenewing is easy  just pick thenbspsubscription that suits your needsnbspand start calling your world for one low monthly fee                  skype         anbspfair usage policynbspapplies                lost passwordnbspnbspaccount settingsnbspnbsphelpnbspnbspterms of usenbspnbspprivacynbspnbspunsubscribe  no emergency calls with skype skype is not a replacement for your telephone and cant be used for emergency calling  no emergency calls with skype skype is not a replacement for your telephone and cant be used for emergency calling  unsubscribing here will not affect any other newsletters youve requested or any mandatory service communications that are considered part of certain skype services  getting help for skypewhile you cannot reply to this email you can contact us through ournbsphelp sectionnbspfor assistanceyou can alsonbspvisit the skype community  protect your passwordskype staff will never ask you for your password via email the only places you are asked for your password are when you sign in to skype or on our website if you want to buy something or check your account you will always sign in via a secure connection and we ask you to ensure that the address in your browser begins exactly like this should also show a little padlock symbol to indicate the secure connection  be alert to emails that request account information or urgent action be cautious of websites with irregular addresses or those that offer unofficial skype downloads security updates and product upgrades are made available atnbspwwwskypecomnbspor using the clients upgrade functionnbsp  skype andor microsoft the skype name associated trademarks and logos and the s logo are trademarks of skype or related entitiesnbspskype communications sarl  rives de clausen l luxembourg          nbsp  nbsp  subjecttitle edited to define post subject more clearly",0
"275","xinef wrotelamé wroteyou may find this article that i just found really reallynbspinteresting can provide feedback on that page i did so explained that i wanted to figure out how to avoid having the update applied and explained why lets flood them with such comments via that route different to this forumi did exactly this you are right that we probably should use different routes other than this forum to make our voices heard there are probably thousands of negative comments about the x interface in this forum but very little has been done in the last  months to address the main issues to me the two main issues with the ui are the bubbles where text is typed color alignment of the text their nonoptional presence the use of space  size of elements both in the chat and in the side panels that clearly has been designed with a touch interface in mind and brief chitchat text messagesnbspà la whatsapp on a smartphone but is unsuitable to any other use professional students university gamersroleplays storyteller long chat sessionsall the tweaks the skype team have madenbspclaimingnbsppretending they were addressing the complaints from the users were just that tweaks they did not take on the real issuesnbspat this point after this quite long time and after    and now  iterationsnbspthis clearly represents a developmentstrategic choice of the skype team therefore it is probably worth to try to spread the dissatisfaction feedbacks to other microsoft divisions i am not optimistic about this but maybe this can escalate the problem to higher levels",0
"276","hi fellwalker  nbsp  you should be able to see the duplicate subscription in your account dashboard where we sign on to the skype website to manage payment methods and so onnbsp there you can cancel the duplicate subscription and then request a refund by contacting skype customer servicenbsp   nbsp  please do not be discouraged if you can not reach skype customer service on yoru first attemptnbsp skype is aware of continuing website problemsnbsp if you experience difficulty reaching skype customer service or find yourself redirected back to the community please try again using a different web browser and choosing a different path through the various dropdown menu options presentednbsp temporarily enabling scripts and popup windows may help get you through more quicklyalso look to approve a popup dialogue box which would connect you to start an instant message chat with a customer service agent if you have popups blocked in your browser settings this will also block reaching an agentlast and not least when you reach the last step of the process remember to click on the start chat link when you are provided the choice of visiting the community or starting an instant message chat with a customer service agentregardselaine                              was your question answered  please click on the  accept as a solution  link so everyone can quickly find what works    like a post or want to say thank you    click on the   kudos  buttontrustworthy information  brian krebs  basic rules for online safety and  consumer reports guide to internet security  online safety tip change your passwords often",0
"277","hinbspim putting this question here because it seemed like the most appropriate categorynbspthe emails i get from skype ie noreply at alertsskypecom that notify me about payment events contain the following in their headersnbspreceived from smtpimsncom dbgmehubmsncom nbspnbsp nbspby smtprzonede rzmta  oknbspnbsp nbspwith esmtps id frefxxvnbspnbsp nbspusing tlsv with cipher ecdhersaaessha curve secpr with  ecdh bits eq  bits rsanbspnbsp nbspclient cn smtpmsncom issuer microsoft it ssl sha verified oknbspnbsp nbspclient hostname verification failednbspbecause i have a spam filter that looks for the string client hostname verification failed these messages wind up in my spam foldernbspi am guessing that this is because the hostname smtpimsncom is being verified against smtpmsncomnbspif this is due to a configuration issue at skype id like this information to be forwarded to someone who may fix itnbspbest regardssimon brouwernbspnbspnbspnbsp",0
"278","the last time i was able to log on skype was a week ago when i left my house to go to the hospital for a procedure i spent a few days away from home not logged into skype and when i returned home today i found that i was unable to log in on the same computer that i was using before i went to the hospital it is stuck on the signing in screenthings that make this different from other threads that i was able to findthe computer was offline for several days preceding the inability to log onthe three other computers in my appartment are able to log onto skype just finethings that i have tried to fix the problemi have tried clearing the appdata and temp files and doing a clean reinstalli have disabled all of my firewalls and antivirus webrooti have made sure that my version of skype and windows is up to datethe only antivirus this computer has had on it to my knowledge is webroot so no mcafee or norton or some other such nonsense could be causing the problemnbspi am using windows  home premium bit please let me know what other information i can provide that might help find a solution                                                                                                                  solved                          go to solution",0
"279","at first im using a dutch version of skype in windows which comes ferry unhandy in this englishchatonly for support so i hope i did translate my dutch menus the right waynbspwhen deleting a contact request dutch contactaanvraag using the del button the request seems to disappear from the pending contact request dutch lopende contactaanvragenwell this is just a fake deletion theyll only get hidden from viewyou can make them visible again from the view dutch beeld menu so theyre not deleted you can only delete them from there original contact request by using the refuse dutch weigeren button where you can also optional decide to mark them as spam or blacklist the userbut the original requests are automatic deleted by skype itself after about three months and the applicant off course is still hidden in your pending contact requestlistso now im stuck with a dozen old and previously hidden contact request i dont know and i cannot get rid ofnbspskype please solve this bug or give me a working solution thank you ferry muchnbspps i dont want to block them just want to remove delete them form my skype",0
"280","skype is now crashing every time i try to start a video callnbsp the call initiates and i get one ring set of skype connecting sounds then skype crashes every timenbsp i have uninstalled and reinstalled skype and am running the latest versionnbsp i have also checked for updated drivers for my video card and webcamnbsp the event log is as follows after reading prior questions and responses i also ran dxdiag and have attached that filenbsp i would appreciate any help  nbsp  log namenbspnbspnbspnbspnbsp applicationsourcenbspnbspnbspnbspnbspnbspnbsp application errordatenbspnbspnbspnbspnbspnbspnbspnbspnbsp   pmevent idnbspnbspnbspnbspnbsp task category levelnbspnbspnbspnbspnbspnbspnbspnbsp errorkeywordsnbspnbspnbspnbspnbsp classicusernbspnbspnbspnbspnbspnbspnbspnbspnbsp nacomputernbspnbspnbspnbspnbsp pdmdesktopdescriptionfaulting application name skypeexe version  time stamp xefaulting module name skypeexe version  time stamp xeexception code xcfault offset xeafaulting process id xdcfaulting application start time xdebfdefaulting application path cprogram files xskypephoneskypeexefaulting module path cprogram files xskypephoneskypeexereport id dffdcbfcdaebfeevent xmlltevent xmlns ltsystemgtnbspnbspnbsp ltprovider nameapplication error gtnbspnbspnbsp lteventid qualifiersgtlteventidgtnbspnbspnbsp ltlevelgtltlevelgtnbspnbspnbsp lttaskgtlttaskgtnbspnbspnbsp ltkeywordsgtxltkeywordsgtnbspnbspnbsp lttimecreated systemtimetz gtnbspnbspnbsp lteventrecordidgtlteventrecordidgtnbspnbspnbsp ltchannelgtapplicationltchannelgtnbspnbspnbsp ltcomputergtpdmdesktopltcomputergtnbspnbspnbsp ltsecurity gtnbsp ltsystemgtnbsp lteventdatagtnbspnbspnbsp ltdatagtskypeexeltdatagtnbspnbspnbsp ltdatagtltdatagtnbspnbspnbsp ltdatagteltdatagtnbspnbspnbsp ltdatagtskypeexeltdatagtnbspnbspnbsp ltdatagtltdatagtnbspnbspnbsp ltdatagteltdatagtnbspnbspnbsp ltdatagtcltdatagtnbspnbspnbsp ltdatagtealtdatagtnbspnbspnbsp ltdatagtdcltdatagtnbspnbspnbsp ltdatagtdebfdeltdatagtnbspnbspnbsp ltdatagtcprogram files xskypephoneskypeexeltdatagtnbspnbspnbsp ltdatagtcprogram files xskypephoneskypeexeltdatagtnbspnbspnbsp ltdatagtdffdcbfcdaebfeltdatagtnbsp lteventdatagtlteventgt                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                        dxdiagzip  kb",0
"281","were sorry to hear that this has caught you off guard as you pointed out we began the process of dropping support for  aboutnbsp monthsnbspago at this point that process has been completed and you are no longer able to use skype on leopard wenbspsent out several emails warning about this as well as providing an alert on skype home  nbsp  at this point your only option to continue using skype for mac is to upgrade to  apple charges  for this upgrade and you can get it herenbsp  nbsp  you can of course continue to use skype on other platforms including ios and android you could also createnbspa skype number to call your fiancee and another to have you fianceenbspcall you using the pstn phone network this wouldnt involve video but could still be cheaper than placing an international call directly you can purchase these things on the skype website by logging in using your skype name  nbsp  if you want to use video chat you will need to upgrade your os as covered in another thread on this topic skype is the last major voip provider to drop support for leopard more information on why we have done this is available here  nbsp  ",0
"282","hi matthewp   nbsp  please check your account dashboard where we sign on to the skype websitenbsp there you will see your skype number subscription details as well as the term or length of the subscriptionnbsp if that does not work please contact skype customer service for assistancenbsp temporarily enable popup dialogue boxees website scripts and use a different browser if your first attempt does not succeed in contacting a customer service agent  nbsp  if your skype number subscription is due for renewal unless you have cancelled the subscription skype subscriptions including skype number subscriptions by default renew automatically unless you have changed the payment method  nbsp  regards  elaine                              was your question answered  please click on the  accept as a solution  link so everyone can quickly find what works    like a post or want to say thank you    click on the   kudos  buttontrustworthy information  brian krebs  basic rules for online safety and  consumer reports guide to internet security  online safety tip change your passwords often",0
"283","i signed up for a skype number in august through the facebook login the same day i signed up and paid i inadvertently deleted the fb access was cleaning up fb apps and thus lost access to the skype account went back and forth with someone from skype via email and was finally told there was nothing they couldwould do and i lost my money anyway today i noticed a charge for  on my debit card from skype looking back through my account i have been charged every three months for this since august i checked my spam folder in my email and sure enough i have an email from skype as a receipt for the skype number from the account i cannot access ive searched everywhere for a way to contact skype but it seems that without an account i cant get ahold of anyone so while im paying for an account i dont technically have an account i can use to contact them could someone at skype please get in contact with me i hate to have to cancel my debit card to make this recurring payment go awaynbspedited to add i ended up having to sign up for a free account just to post this here help please",0
"284","i tried all the following but i still get the blank blue screen without content to interact with where usually the fields for skype name and password on sign in are shown  make sure you are running the latest skype version from wwwskypecomgogetskype  install all available updates from windows update  regardless of which your primary browser for surfing the internet is please install the latest internet explorer  skype is relying on a correctly installed internet explorer to display the sign in page  especially if you recently used the windows system restore functionality please download and execute the logincleanup from this article  in order to test if your internet explorer is able to execute javascript do the following test • open in your internet explorer not any other browser this page  • click on the “simply click this button” button and watch the response • if you are not receiving a positive response on this test then this might indicate that you need to repair registration of the javascript components • for bit systems and an ie version higher than ie go to windows start gt all programs gt accessories gt right click on command prompt select run as administrator the command prompt window should show cwindowssystemgt if this is not the case then in the command prompt type cd cwindowssystem and press enter type this and then press enter regsvr jscriptdll next type this and press enter regsvr jscriptdll after each enter you should receive a message saying that dllregisterserver in xxxdll succeeded reboot your computer repeat the javascript test using your internet explorer • for bit systems go to windows start gt all programs gt accessories gt right click on command prompt select run as administrator in the command prompt type cd cwindowssyswow and press enter next type this and then press enter regsvr jscriptdll next type this and press enter regsvr jscriptdll after each enter you should receive a message saying that dllregisterserver in xxxdll succeeded reboot your computer sultan",0
